full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Granit Xhaka,27,World Cup,2018,Midfielder,Switzerland,360,90,270,Switzerland,4,1,3,1,0,1,0,0,0,0,0,0,0,0,4,1,3,1,0,0.25,0,0.25,0,0.33,360,1,90,90,360,0,0.25,35,54,-1,2
Haris Seferovier,28,World Cup,2018,Forward,Switzerland,143,0,143,Switzerland,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.26,72,48,0,0,0,-1,-1,-1,11
Denis Zakaria,23,World Cup,2018,Midfielder,Switzerland,49,30,19,Switzerland,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.84,1.84,0,0,0,0,0,0,25,49,49,1.84,-1,-1,-1,9
Breel Embolo,23,World Cup,2018,Forward,Switzerland,134,90,44,Switzerland,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.67,0.67,0,0,0,0,0.67,134,34,0,134,0,-1,-1,-1,8
Michael Lang,29,World Cup,2018,Defender,Switzerland,102,9,93,Switzerland,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.88,102,34,51,0,1.76,-1,-1,-1,7
Francis Moubandje,29,World Cup,2018,Defender,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nico Elvedi,23,World Cup,2018,Defender,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Remo Freuler,27,World Cup,2018,Midfielder,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yvon Mvogo,25,World Cup,2018,Goalkeeper,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gelson Fernandes,33,World Cup,2018,Midfielder,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mario Gavranovi,30,World Cup,2018,Forward,Switzerland,113,69,44,Switzerland,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.8,0.8,0,0,0,0,0.8,113,57,0,113,0,-1,-1,-1,6
Josip Drmic,27,World Cup,2018,Forward,Switzerland,111,21,90,Switzerland,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.81,0,0.81,4.29,0,111,0.81,111,37,0,0,0,-1,-1,-1,3
Johan Danon Djourou-Gbadjere,33,World Cup,2018,Defender,Switzerland,90,0,90,Switzerland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Roman Burki,29,World Cup,2018,Goalkeeper,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Robin Olsen,30,World Cup,2018,Goalkeeper,Sweden,450,270,180,Sweden,5,3,2,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0.6,150,90,0,0,0,60,53,11,5
Andreas Granqvist,34,World Cup,2018,Defender,Sweden,450,270,180,Sweden,5,3,2,2,1,1,0,0,0,2,0,3,2,1,3,2,1,0,0,0.4,0,0.4,0.33,0.5,225,0.6,150,90,0,0,0,17,52,13,1
Mikael Lustig,33,World Cup,2018,Defender,Sweden,352,172,180,Sweden,4,2,2,0,0,0,0,0,0,0,0,3,2,1,1,0,1,2,0,0,0,0,0,0,0,0.26,352,88,176,0,0.51,66,51,1,18
Pontus Jansson,29,World Cup,2018,Defender,Sweden,95,95,0,Sweden,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,-1,-1,-1,17
Ludwig Augustinsson,25,World Cup,2018,Defender,Sweden,450,270,180,Sweden,5,3,2,1,0,1,0,0,0,0,0,3,2,1,3,2,1,0,0,0.2,0,0.2,0,0.5,450,0.6,150,90,0,0,0,46,58,15,2
Sebastian Larsson,34,World Cup,2018,Midfielder,Sweden,318,171,147,Sweden,4,2,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,3,0,0,0,0,0,0,0,0.85,106,80,106,0,0.85,63,68,-1,16
Albin Ekdal,30,World Cup,2018,Midfielder,Sweden,421,251,170,Sweden,5,3,2,0,0,0,0,0,0,0,0,3,2,1,3,2,1,1,0,0,0,0,0,0,0,0.64,140,84,421,0,0.21,61,84,-1,15
Emil Forsberg,28,World Cup,2018,Forward,Sweden,417,237,180,Sweden,5,3,2,1,1,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0.22,0,0.22,0.38,0,417,0.65,139,83,0,0,0,43,82,-1,3
Viktor Claesson,28,World Cup,2018,Midfielder,Sweden,434,270,164,Sweden,5,3,2,0,0,0,2,0,2,0,0,3,2,1,3,2,1,1,0,0.41,0.41,0,0,0,0,0.62,145,87,434,217,0.21,64,6,-1,14
Marcus Berg,33,World Cup,2018,Forward,Sweden,428,270,158,Sweden,5,3,2,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0.63,143,86,0,0,0,62,79,-1,12
Ola Toivonen,33,World Cup,2018,Forward,Sweden,400,232,168,Sweden,5,3,2,1,0,1,1,1,0,0,0,3,2,1,3,2,1,0,0,0.45,0.23,0.23,0,0.54,400,0.68,133,80,0,400,0,42,28,-1,4
Oscar Hiljemark,27,World Cup,2018,Midfielder,Sweden,29,19,10,Sweden,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,13
Isaac Kiese Thelin,27,World Cup,2018,Forward,Sweden,35,13,22,Sweden,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,6
Gustav Svensson,33,World Cup,2018,Midfielder,Sweden,132,99,33,Sweden,3,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,11
Martin Olsson,31,World Cup,2018,Defender,Sweden,33,33,0,Sweden,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,10
John Guidetti,27,World Cup,2018,Forward,Sweden,37,25,12,Sweden,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,37,0,2.43,-1,-1,-1,9
Karl-Johan Johnsson,30,World Cup,2018,Goalkeeper,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Filip Helander,26,World Cup,2018,Defender,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Emil Krafth,25,World Cup,2018,Defender,Sweden,93,93,0,Sweden,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1.94,47,47,0,0,0,-1,-1,-1,8
Marcus Rohden,28,World Cup,2018,Midfielder,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jimmy Durmaz,30,World Cup,2018,Midfielder,Sweden,16,0,16,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,7
Kristoffer Nordfeldt,30,World Cup,2018,Goalkeeper,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Hyun-Woo Cho,28,World Cup,2018,Goalkeeper,South Korea,270,180,90,South Korea,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,10
Joo-Ho Park,33,World Cup,2018,Defender,South Korea,28,0,28,South Korea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,12
Young-Gwon Kim,30,World Cup,2018,Defender,South Korea,270,180,90,South Korea,3,2,1,1,1,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0.33,0,0.33,0.5,0,270,1,90,90,270,0,0.33,-1,-1,-1,2
Yong Lee,33,World Cup,2018,Defender,South Korea,270,180,90,South Korea,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,1,90,90,270,0,0.33,-1,-1,-1,18
Hyun-Soo Jang,28,World Cup,2018,Defender,South Korea,270,180,90,South Korea,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Sung-Yeung Ki,31,World Cup,2018,Midfielder,South Korea,180,90,90,South Korea,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,16
Ja-Cheol Koo,31,World Cup,2018,Midfielder,South Korea,128,56,72,South Korea,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.7,128,64,0,0,0,-1,-1,-1,15
Jae-Sung Lee,27,World Cup,2018,Midfielder,South Korea,270,180,90,South Korea,3,2,1,0,0,0,1,1,0,0,0,1,1,0,3,2,1,1,0,0.33,0.33,0,0,0,0,1,90,90,270,270,0.33,-1,-1,-1,14
Shin-Wook Kim,31,World Cup,2018,Forward,South Korea,66,0,66,South Korea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.36,66,66,66,0,1.36,-1,-1,-1,13
Heung-Min Son,27,World Cup,2018,Forward,South Korea,270,180,90,South Korea,3,2,1,2,2,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0.67,0,0.67,1,0,135,1,90,90,270,0,0.33,-1,-1,-1,1
Hee-Chan Hwang,24,World Cup,2018,Forward,South Korea,203,113,90,South Korea,3,1,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,1.33,68,68,203,0,0.44,-1,-1,-1,11
Min-Woo Kim,30,World Cup,2018,Midfielder,South Korea,146,84,62,South Korea,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.85,49,73,0,0,0,-1,-1,-1,3
Woo-Young Jung,30,World Cup,2018,Midfielder,South Korea,127,103,24,South Korea,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42,64,0,1.42,-1,-1,-1,9
Seung-Woo Lee,22,World Cup,2018,Forward,South Korea,44,26,18,South Korea,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.05,44,22,44,0,2.05,-1,-1,-1,8
Seung-Gyu Kim,29,World Cup,2018,Goalkeeper,South Korea,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Seung-Hyeon Jung,25,World Cup,2018,Defender,South Korea,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ban-Suk Oh,31,World Cup,2018,Defender,South Korea,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Young-Sun Yun,31,World Cup,2018,Defender,South Korea,90,90,0,South Korea,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,7
Se-Jong Ju,29,World Cup,2018,Midfielder,South Korea,85,85,0,South Korea,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1.06,1.06,0,0,0,0,1.06,85,43,0,85,0,-1,-1,-1,6
Chul Hong,29,World Cup,2018,Defender,South Korea,96,96,0,South Korea,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,-1,-1,-1,5
Seon-Min Moon,27,World Cup,2018,Midfielder,South Korea,146,146,0,South Korea,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,1.23,73,73,146,0,0.62,-1,-1,-1,4
Jin-Hyeon Kim,32,World Cup,2018,Goalkeeper,South Korea,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yo-Han Ko,32,World Cup,2018,Midfielder,South Korea,11,11,0,South Korea,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,19
Thibaut Courtois,27,World Cup,2018,Goalkeeper,Belgium,630,360,270,Belgium,7,4,3,0,0,0,0,0,0,0,0,3,2,1,5,3,2,0,0,0,0,0,0,0,0,0.71,126,90,0,0,0,68,75,20,14
Jan Vertonghen,32,World Cup,2018,Defender,Belgium,540,360,180,Belgium,6,4,2,1,1,0,0,0,0,0,0,2,2,0,5,3,2,2,0,0.17,0,0.17,0.25,0,540,0.83,108,90,270,0,0.33,56,74,33,9
Toby Alderweireld,31,World Cup,2018,Defender,Belgium,540,360,180,Belgium,6,4,2,0,0,0,1,1,0,0,0,2,2,0,5,3,2,2,0,0.17,0.17,0,0,0,0,0.83,108,90,270,540,0.33,79,42,30,20
Thomas Meunier,28,World Cup,2018,Defender,Belgium,450,360,90,Belgium,5,4,1,1,1,0,2,2,0,0,0,2,2,0,4,3,1,2,0,0.6,0.4,0.2,0.25,0,450,0.8,113,90,225,225,0.4,45,7,29,4
Dedryck Boyata,29,World Cup,2018,Defender,Belgium,270,180,90,Belgium,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,19
Axel Witsel,31,World Cup,2018,Midfielder,Belgium,540,360,180,Belgium,6,4,2,0,0,0,0,0,0,0,0,2,2,0,5,3,2,1,0,0,0,0,0,0,0,0.83,108,90,540,0,0.17,88,71,-1,18
Kevin De Bruyne,28,World Cup,2018,Midfielder,Belgium,540,360,180,Belgium,6,4,2,1,0,1,2,2,0,0,0,2,2,0,5,3,2,1,0,0.5,0.33,0.17,0,0.5,540,0.83,108,90,540,270,0.17,54,9,-1,6
Yannick Carrasco,26,World Cup,2018,Midfielder,Belgium,239,229,10,Belgium,4,3,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1.13,80,60,0,0,0,-1,-1,-1,17
Eden Hazard,29,World Cup,2018,Midfielder,Belgium,518,338,180,Belgium,6,4,2,3,3,0,2,2,0,1,0,2,2,0,5,3,2,1,0,0.87,0.35,0.52,0.8,0,173,0.87,104,86,518,259,0.17,11,8,-1,2
Dries Mertens,32,World Cup,2018,Forward,Belgium,298,264,34,Belgium,6,3,0,1,1,0,1,1,0,0,0,3,2,1,3,3,0,0,0,0.6,0.3,0.3,0.34,0,298,0.91,99,50,0,298,0,21,14,-1,8
Romelu Lukaku,26,World Cup,2018,Forward,Belgium,476,299,177,Belgium,6,4,2,4,4,0,1,0,1,0,0,2,2,0,5,3,2,0,0,0.95,0.19,0.76,1.2,0,119,0.95,95,79,0,476,0,7,37,-1,1
Moussa Dembele,32,World Cup,2018,Midfielder,Belgium,178,28,150,Belgium,4,0,2,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0.51,178,45,0,0,0,-1,-1,-1,16
Thorgan Hazard,26,World Cup,2018,Forward,Belgium,97,7,90,Belgium,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,-1,-1,-1,15
Nacer Chadli,30,World Cup,2018,Midfielder,Belgium,327,64,263,Belgium,6,1,3,1,1,0,1,1,0,0,0,3,2,1,2,0,2,0,0,0.55,0.28,0.28,1.41,0,327,0.55,164,55,0,327,0,29,16,-1,3
Marouane Fellaini,32,World Cup,2018,Midfielder,Belgium,316,56,260,Belgium,5,0,3,1,1,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0.28,0,0.28,1.61,0,316,0.57,158,63,0,0,0,25,80,-1,10
Simon Mignolet,32,World Cup,2018,Goalkeeper,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Koen Casteels,27,World Cup,2018,Goalkeeper,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Youri Tielemans,22,World Cup,2018,Midfielder,Belgium,175,82,93,Belgium,4,1,1,0,0,0,2,1,1,0,0,2,1,1,0,0,0,1,0,1.03,1.03,0,0,0,0,0,0,44,175,88,0.51,-1,-1,-1,13
Adnan Januzaj,25,World Cup,2018,Midfielder,Belgium,86,0,86,Belgium,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.05,0,1.05,0,1.05,86,0,0,86,0,0,0,-1,-1,-1,7
Michy Batshuayi,26,World Cup,2018,Forward,Belgium,112,22,90,Belgium,3,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8,0,0.8,4.09,0,112,0,0,37,0,0,0,-1,-1,-1,5
Leander Dendoncker,24,World Cup,2018,Midfielder,Belgium,90,0,90,Belgium,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,90,90,0,1,-1,-1,-1,12
Jaime Manuel Penedo Cano,38,World Cup,2018,Goalkeeper,Panama,270,90,180,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,9,0,0,0,0,0,0,0,0,3.67,25,90,0,0,0,-1,-1,-1,10
Romen Aureliano Torres Morcillo,33,World Cup,2018,Defender,Panama,236,56,180,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,0,0,3.81,24,79,0,0,0,-1,-1,-1,11
Erick Javier Davis Grajales,28,World Cup,2018,Defender,Panama,180,0,180,Panama,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,9,1,0,0,0,0,0,0,0,4.5,20,90,180,0,0.5,-1,-1,-1,19
Fidel Escobar Mendieta,25,World Cup,2018,Defender,Panama,270,90,180,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,9,1,0,0,0,0,0,0,0,3.67,25,90,270,0,0.33,-1,-1,-1,18
Michael Amir Murillo Bermudez,24,World Cup,2018,Defender,Panama,180,0,180,Panama,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,4.5,20,90,90,0,1,-1,-1,-1,17
Gabriel Enrique Gomez Giron,35,World Cup,2018,Midfielder,Panama,249,90,159,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,9,1,0,0,0,0,0,0,0,3.98,23,83,249,0,0.36,-1,-1,-1,16
Armando Enrique Cooper Whitaker,32,World Cup,2018,Midfielder,Panama,180,0,180,Panama,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0,0,0,0,0,0,0,4.5,20,90,90,0,1,-1,-1,-1,15
Anabal Cesis Godoy,30,World Cup,2018,Midfielder,Panama,243,90,153,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,9,1,0,0,0,0,0,0,0,4.07,22,81,243,0,0.37,-1,-1,-1,14
Edgar Yoel Beircenas Herrera,26,World Cup,2018,Midfielder,Panama,222,90,132,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,7,1,0,0,0,0,0,0,0,3.65,25,74,222,0,0.41,-1,-1,-1,13
Jose Luis Rodriguez,21,World Cup,2018,Midfielder,Panama,243,90,153,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,3.33,27,81,0,0,0,-1,-1,-1,12
Blas Antonio Miguel Perez Ortega,38,World Cup,2018,Forward,Panama,163,0,163,Panama,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4.42,20,82,0,0,0,-1,-1,-1,20
Gabriel Arturo Torres Tejada,31,World Cup,2018,Forward,Panama,73,46,27,Panama,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.47,37,37,0,0,0,-1,-1,-1,2
Ismael Diaz,22,World Cup,2018,Forward,Panama,27,0,27,Panama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6.67,14,27,0,0,0,-1,-1,-1,9
Luis Carlos Tejada Hansell,37,World Cup,2018,Forward,Panama,51,34,17,Panama,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,3.53,26,26,51,0,1.76,-1,-1,-1,8
Harold Oshkaly Cummings Segura,28,World Cup,2018,Defender,Panama,44,44,0,Panama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4.09,22,44,0,0,0,-1,-1,-1,7
Jose De Jesus Calderen Frias,34,World Cup,2018,Goalkeeper,Panama,0,0,0,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adolfo Abdiel Machado,35,World Cup,2018,Defender,Panama,90,90,0,Panama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,6
Valentin Enrique Pimentel Armuelles,28,World Cup,2018,Midfielder,Panama,0,0,0,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdiel Arroyo Molinar,26,World Cup,2018,Forward,Panama,30,9,21,Panama,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,5
Luis Carlos Ovalle Victoria,31,World Cup,2018,Defender,Panama,90,90,0,Panama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,4
Ricardo Guardia Avila,23,World Cup,2018,Defender,Panama,108,81,27,Panama,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0.83,0.83,0,0,0,0,1.67,54,54,108,108,0.83,-1,-1,-1,3
Alex Raul Rodriguez Ledezma,29,World Cup,2018,Goalkeeper,Panama,0,0,0,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Felipe Abdiel Baloy Ramerez,39,World Cup,2018,Defender,Panama,21,0,21,Panama,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,4.29,0,4.29,21,0,0,21,0,0,0,-1,-1,-1,1
Mouez Hassen,25,World Cup,2018,Goalkeeper,Tunisia,15,15,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,15,15,0,0,0,-1,-1,-1,5
Syam Ben Youssef,30,World Cup,2018,Defender,Tunisia,131,90,41,Tunisia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2.06,44,66,0,0,0,-1,-1,-1,17
Ali Maacloul,30,World Cup,2018,Defender,Tunisia,180,90,90,Tunisia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,22
Dylan Bronn,24,World Cup,2018,Defender,Tunisia,114,90,24,Tunisia,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0.79,0,0.79,0,3.75,114,2.37,38,57,0,0,0,-1,-1,-1,2
Naam Sliti,27,World Cup,2018,Midfielder,Tunisia,182,74,108,Tunisia,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.99,91,61,0,0,0,-1,-1,-1,21
Ferjani Sassi,28,World Cup,2018,Midfielder,Tunisia,195,90,105,Tunisia,3,1,2,1,1,0,0,0,0,1,0,0,0,0,6,1,5,2,0,0.46,0,0.46,1,0,195,2.77,33,65,98,0,0.92,-1,-1,-1,3
Ellyes Skhiri,24,World Cup,2018,Midfielder,Tunisia,270,90,180,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,20
Yassine Meriah,26,World Cup,2018,Midfielder,Tunisia,270,90,180,Tunisia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,19
Wahbi Khazri,29,World Cup,2018,Midfielder,Tunisia,264,85,179,Tunisia,3,1,2,2,0,2,2,0,2,0,0,0,0,0,6,1,5,0,0,1.36,0.68,0.68,0,1.01,132,2.05,44,88,0,132,0,-1,-1,-1,1
Anice Badri,29,World Cup,2018,Forward,Tunisia,224,90,134,France,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,0,0,0,0,0,0,0,2.01,45,75,224,0,0.4,-1,-1,-1,18
Fakhreddine Ben Youssef,28,World Cup,2018,Forward,Tunisia,270,90,180,Tunisia,3,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,5,0,0,0.33,0,0.33,0,0.5,270,2,45,90,0,0,0,-1,-1,-1,4
Farouk Ben Mustapha,30,World Cup,2018,Goalkeeper,Tunisia,165,75,90,Tunisia,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.18,41,83,0,0,0,-1,-1,-1,14
